model,decoder,parameter,word_any_wcs,word_all_wcs,covered_words_any,covered_words_all,total_words,covered_contexts,total_contexts,audit_path,temperature
Qwen/Qwen3.5-9B-Base,top_k,14.0,0.85,0.05,85,5,100,227,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_k,15.0,0.87,0.05,87,5,100,229,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_k,16.0,0.87,0.05,87,5,100,234,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_k,17.0,0.89,0.05,89,5,100,238,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_k,18.0,0.89,0.05,89,5,100,242,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_k,19.0,0.9,0.05,90,5,100,245,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_k,20.0,0.9,0.06,90,6,100,247,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.5,0.61,0.01,61,1,100,125,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.55,0.64,0.02,64,2,100,142,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.6,0.71,0.03,71,3,100,159,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.65,0.71,0.03,71,3,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.7,0.75,0.04,75,4,100,201,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.75,0.79,0.06,79,6,100,218,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.8,0.82,0.09,82,9,100,241,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.85,0.88,0.16,88,16,100,282,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.9,0.91,0.24,91,24,100,330,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.95,0.92,0.42,92,42,100,371,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,top_p,0.99,0.97,0.74,97,74,100,444,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.01,0.96,0.19,96,19,100,330,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.02,0.94,0.12,94,12,100,293,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.03,0.93,0.1,93,10,100,269,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.04,0.91,0.09,91,9,100,252,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.05,0.86,0.08,86,8,100,235,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.06,0.86,0.06,86,6,100,228,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.07,0.86,0.04,86,4,100,222,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.08,0.85,0.04,85,4,100,215,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.09,0.84,0.04,84,4,100,208,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
Qwen/Qwen3.5-9B-Base,min_p,0.1,0.83,0.04,83,4,100,202,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.qwen35-9b-base.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,1.0,0.44,0.01,44,1,100,72,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,2.0,0.55,0.01,55,1,100,95,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,3.0,0.66,0.01,66,1,100,120,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,4.0,0.71,0.01,71,1,100,134,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,5.0,0.72,0.01,72,1,100,140,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,6.0,0.73,0.01,73,1,100,143,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,7.0,0.75,0.02,75,2,100,151,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,8.0,0.75,0.03,75,3,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,9.0,0.76,0.03,76,3,100,162,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,10.0,0.77,0.03,77,3,100,170,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,11.0,0.78,0.04,78,4,100,173,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,12.0,0.78,0.04,78,4,100,175,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,13.0,0.79,0.04,79,4,100,181,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,14.0,0.8,0.04,80,4,100,185,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,15.0,0.8,0.04,80,4,100,188,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,16.0,0.81,0.04,81,4,100,191,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,17.0,0.81,0.05,81,5,100,193,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,18.0,0.82,0.06,82,6,100,195,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,19.0,0.82,0.06,82,6,100,195,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,20.0,0.84,0.06,84,6,100,201,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.5,0.3,0.0,30,0,100,38,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.55,0.38,0.0,38,0,100,49,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.6,0.4,0.0,40,0,100,53,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.65,0.46,0.0,46,0,100,65,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.7,0.51,0.0,51,0,100,81,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.75,0.55,0.0,55,0,100,92,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.8,0.6,0.0,60,0,100,117,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.85,0.68,0.0,68,0,100,153,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.9,0.72,0.02,72,2,100,185,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.95,0.83,0.07,83,7,100,233,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.99,0.94,0.35,94,35,100,363,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.01,0.87,0.04,87,4,100,221,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.02,0.83,0.02,83,2,100,192,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.03,0.8,0.02,80,2,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.04,0.78,0.02,78,2,100,168,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.05,0.76,0.02,76,2,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.06,0.75,0.02,75,2,100,153,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.07,0.75,0.02,75,2,100,148,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.08,0.73,0.02,73,2,100,144,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.09,0.72,0.02,72,2,100,141,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.1,0.68,0.02,68,2,100,135,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-qwen14b-distill.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,1.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,2.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,3.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,4.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,5.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,6.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,7.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,8.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,9.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,10.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,11.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,12.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,13.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,14.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,15.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,16.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,17.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,18.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,19.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_k,20.0,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.5,0.65,0.0,65,0,100,116,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.55,0.7,0.01,70,1,100,130,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.6,0.77,0.01,77,1,100,147,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.65,0.84,0.02,84,2,100,178,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.7,0.9,0.03,90,3,100,207,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.75,0.94,0.05,94,5,100,246,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.8,0.98,0.07,98,7,100,283,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.85,0.99,0.09,99,9,100,314,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.9,1.0,0.15,100,15,100,353,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.95,1.0,0.39,100,39,100,418,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,top_p,0.99,1.0,0.81,100,81,100,479,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.01,1.0,1.0,100,100,100,500,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.02,1.0,0.77,100,77,100,473,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.03,1.0,0.4,100,40,100,423,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.04,1.0,0.17,100,17,100,352,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.05,0.99,0.04,99,4,100,289,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.06,0.95,0.03,95,3,100,239,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.07,0.88,0.01,88,1,100,188,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.08,0.75,0.01,75,1,100,137,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.09,0.65,0.01,65,1,100,105,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
deepseek-ai/DeepSeek-V2-Lite,min_p,0.1,0.6,0.0,60,0,100,88,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.deepseek-v2-lite.jsonl,1.0
google/gemma-2-9b,top_k,1.0,0.11,0.0,11,0,100,16,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,2.0,0.15,0.0,15,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,3.0,0.18,0.0,18,0,100,24,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,4.0,0.18,0.0,18,0,100,25,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,5.0,0.2,0.0,20,0,100,27,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,6.0,0.21,0.0,21,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,7.0,0.21,0.0,21,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,8.0,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,9.0,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,10.0,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,11.0,0.24,0.0,24,0,100,33,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,12.0,0.25,0.0,25,0,100,35,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,13.0,0.26,0.0,26,0,100,37,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,14.0,0.26,0.0,26,0,100,37,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,15.0,0.29,0.0,29,0,100,41,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,16.0,0.29,0.0,29,0,100,42,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,17.0,0.29,0.0,29,0,100,42,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,18.0,0.3,0.0,30,0,100,44,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,19.0,0.3,0.0,30,0,100,46,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
google/gemma-2-9b,top_k,20.0,0.3,0.0,30,0,100,46,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.gemma2-9b-base.jsonl,1.0
